customer_id,transaction_date,order_amount
CUST_1327,2026-05-22,126.0
CUST_1297,2026-03-10,178.42
CUST_1178,2026-04-21,88.76
CUST_1205,2026-04-21,54.26
CUST_1369,2026-06-10,70.28
CUST_1564,2026-07-23,73.92
CUST_1490,2026-06-14,143.02
CUST_1075,2026-07-24,63.96
CUST_1477,2026-05-19,67.29
CUST_1564,2026-05-27,47.37
CUST_1443,2026-06-17,188.91
CUST_1530,2026-07-22,45.09
CUST_1230,2026-07-05,270.84
CUST_1080,2026-07-14,109.71
CUST_1128,2026-05-30,105.83
CUST_1172,2026-06-04,99.93
CUST_1345,2026-04-03,97.13
CUST_1029,2026-07-27,57.65
CUST_1585,2026-06-27,110.47
CUST_1558,2026-07-10,155.97
CUST_1304,2026-06-23,120.98
CUST_1425,2026-06-19,50.19
CUST_1320,2026-03-26,64.24
CUST_1353,2025-12-04,40.38
CUST_1575,2026-07-25,54.87
CUST_1460,2026-07-14,35.16
CUST_1393,2026-03-25,76.46
CUST_1163,2026-04-14,48.39
CUST_1527,2026-06-22,196.66
CUST_1092,2026-01-25,88.28
CUST_1220,2026-06-06,25.99
CUST_1481,2026-07-11,40.84
CUST_1374,2026-04-30,69.91
CUST_1583,2026-06-09,69.49
CUST_1395,2026-06-17,141.48
CUST_1121,2026-07-24,35.14
CUST_1347,2026-06-09,69.87
CUST_1521,2026-06-29,127.02
CUST_1531,2026-06-23,104.36
CUST_1335,2026-02-08,64.15
CUST_1306,2026-06-04,88.55
CUST_1501,2026-05-13,61.89
CUST_1377,2026-07-06,37.21
CUST_1315,2026-04-20,130.07
CUST_1027,2026-06-03,57.76
CUST_1592,2026-06-06,129.03
CUST_1174,2026-06-14,128.97
CUST_1389,2026-07-22,17.46
CUST_1155,2026-06-28,50.18
CUST_1482,2026-03-20,41.43
CUST_1332,2025-06-19,84.46
CUST_1177,2026-06-22,92.37
CUST_1270,2026-06-01,48.7
CUST_1571,2026-07-09,272.01
CUST_1295,2026-05-14,121.36
CUST_1491,2026-07-05,58.72
CUST_1556,2026-07-01,60.76
CUST_1080,2026-07-05,79.61
CUST_1490,2026-07-17,96.88
CUST_1111,2026-05-31,100.98
CUST_1543,2026-07-16,53.78
CUST_1338,2026-05-11,35.77
CUST_1005,2025-12-27,113.25
CUST_1487,2026-06-20,49.62
CUST_1328,2026-07-11,28.28
CUST_1587,2026-07-15,133.74
CUST_1038,2026-02-24,46.47
CUST_1180,2026-02-06,22.95
CUST_1507,2026-07-19,136.73
CUST_1296,2026-03-18,12.99
CUST_1109,2026-02-11,66.14
CUST_1556,2026-06-14,88.1
CUST_1115,2026-07-06,131.63
CUST_1190,2026-08-01,66.39
CUST_1197,2026-07-20,181.24
CUST_1437,2026-06-15,33.47
CUST_1189,2025-11-14,84.33
CUST_1006,2026-07-13,54.11
CUST_1337,2026-07-09,113.41
CUST_1063,2026-05-22,82.69
CUST_1514,2026-02-16,203.59
CUST_1120,2026-05-27,52.3
CUST_1489,2026-07-22,136.35
CUST_1425,2026-05-15,228.22
CUST_1223,2026-04-30,119.11
CUST_1083,2026-06-14,91.62
CUST_1577,2026-07-25,166.57
CUST_1207,2026-06-07,43.08
CUST_1532,2026-06-25,119.09
CUST_1500,2026-07-26,89.0
CUST_1464,2026-07-23,76.11
CUST_1572,2026-06-22,156.88
CUST_1405,2026-07-13,31.01
CUST_1065,2026-06-12,28.51
CUST_1483,2026-07-30,75.27
CUST_1430,2026-07-02,32.33
CUST_1552,2026-07-23,39.88
CUST_1003,2026-05-02,128.43
CUST_1388,2026-04-11,55.57
CUST_1282,2026-07-19,193.8
CUST_1032,2026-04-16,76.6
CUST_1016,2026-07-15,29.91
CUST_1457,2026-06-03,134.26
CUST_1239,2026-06-12,138.35
CUST_1143,2026-06-17,60.62
CUST_1589,2026-07-08,102.89
CUST_1328,2026-07-15,194.57
CUST_1533,2026-07-16,61.97
CUST_1179,2026-05-30,77.63
CUST_1352,2026-01-29,117.12
CUST_1326,2026-05-16,75.2
CUST_1188,2026-05-02,83.79
CUST_1307,2026-03-28,42.31
CUST_1059,2026-06-09,40.86
CUST_1208,2026-07-06,32.12
CUST_1379,2026-07-26,129.87
CUST_1274,2026-07-02,104.13
CUST_1074,2026-07-19,140.61
CUST_1572,2026-07-17,50.81
CUST_1310,2026-01-09,16.0
CUST_1120,2026-05-04,138.33
CUST_1209,2026-06-30,54.57
CUST_1289,2026-07-01,92.45
CUST_1267,2026-07-04,155.22
CUST_1327,2026-02-23,70.5
CUST_1576,2026-03-25,95.49
CUST_1427,2026-07-10,49.2
CUST_1583,2026-04-07,87.4
CUST_1345,2026-07-13,163.22
CUST_1502,2026-06-22,132.09
CUST_1143,2026-05-11,85.85
CUST_1555,2025-10-04,108.87
CUST_1154,2026-08-01,88.32
CUST_1494,2026-05-24,16.17
CUST_1421,2026-08-01,91.81
CUST_1293,2026-07-31,159.5
CUST_1183,2026-07-25,35.08
CUST_1196,2026-05-31,56.17
CUST_1406,2026-07-27,55.05
CUST_1307,2026-05-19,176.44
CUST_1032,2026-07-26,71.56
CUST_1057,2026-05-28,124.35
CUST_1444,2026-05-26,65.68
CUST_1097,2026-03-08,215.82
CUST_1580,2026-06-21,244.87
CUST_1577,2026-05-24,47.03
CUST_1016,2026-01-02,101.01
CUST_1407,2026-02-11,61.83
CUST_1580,2026-04-07,72.79
CUST_1339,2026-07-01,134.04
CUST_1080,2026-06-17,78.91
CUST_1348,2026-06-02,105.73
CUST_1334,2026-07-31,58.7
CUST_1502,2026-07-16,95.45
CUST_1190,2026-05-19,114.85
CUST_1302,2026-04-20,126.9
CUST_1157,2026-07-01,72.85
CUST_1093,2026-08-01,62.91
CUST_1276,2026-07-25,33.56
CUST_1570,2026-06-10,75.17
CUST_1362,2026-06-10,102.71
CUST_1394,2026-08-01,75.9
CUST_1572,2026-03-01,45.75
CUST_1142,2026-07-12,58.11
CUST_1171,2026-06-25,76.84
CUST_1078,2026-07-03,86.9
CUST_1468,2026-07-25,62.47
CUST_1340,2026-04-04,71.64
CUST_1450,2026-07-06,160.5
CUST_1139,2026-07-09,103.82
CUST_1490,2026-07-08,337.17
CUST_1298,2026-05-07,109.29
CUST_1248,2026-07-07,59.54
CUST_1373,2026-07-25,97.17
CUST_1558,2026-07-20,130.57
CUST_1214,2026-06-25,60.87
CUST_1418,2026-05-21,41.59
CUST_1258,2026-05-24,127.44
CUST_1075,2026-06-24,102.89
CUST_1547,2026-06-17,93.98
CUST_1368,2026-05-15,159.13
CUST_1087,2026-07-25,55.66
CUST_1170,2026-05-26,24.97
CUST_1409,2025-12-23,65.72
CUST_1108,2026-08-01,56.94
CUST_1531,2026-06-09,120.76
CUST_1383,2026-06-30,144.08
CUST_1512,2026-07-22,61.36
CUST_1087,2026-07-24,63.34
CUST_1211,2026-06-15,67.75
CUST_1463,2026-07-08,61.94
CUST_1117,2026-07-31,67.12
CUST_1168,2026-02-10,134.25
CUST_1565,2026-07-21,96.53
CUST_1237,2026-04-20,108.69
CUST_1442,2026-06-30,133.37
CUST_1460,2026-06-04,72.75
CUST_1210,2026-07-11,124.57
CUST_1591,2026-07-26,65.05
CUST_1268,2026-05-21,86.01
CUST_1320,2026-06-03,105.27
CUST_1356,2026-07-04,81.67
CUST_1304,2026-02-19,101.55
CUST_1320,2026-07-24,62.56
CUST_1144,2026-06-16,76.47
CUST_1392,2026-06-27,85.62
CUST_1177,2026-06-10,86.03
CUST_1322,2026-04-04,106.75
CUST_1009,2026-06-19,49.06
CUST_1575,2026-06-17,86.78
CUST_1425,2026-05-13,79.8
CUST_1578,2026-07-30,140.41
CUST_1281,2026-07-16,60.55
CUST_1579,2026-05-05,141.97
CUST_1115,2026-06-07,58.04
CUST_1375,2026-06-12,139.08
CUST_1451,2026-06-11,167.2
CUST_1304,2026-03-19,21.82
CUST_1089,2026-06-25,54.28
CUST_1359,2026-03-26,105.08
CUST_1142,2026-04-24,159.66
CUST_1583,2026-07-04,59.64
CUST_1331,2025-11-23,61.03
CUST_1526,2025-10-30,118.87
CUST_1421,2026-02-19,39.81
CUST_1255,2026-07-22,64.58
CUST_1402,2026-06-19,99.39
CUST_1424,2026-07-02,31.47
CUST_1095,2026-06-29,136.96
CUST_1377,2026-06-23,85.81
CUST_1095,2026-05-08,81.75
CUST_1366,2026-03-31,152.42
CUST_1439,2026-04-10,86.75
CUST_1290,2026-07-06,99.48
CUST_1496,2026-04-23,209.1
CUST_1047,2026-07-26,148.07
CUST_1127,2026-02-10,44.19
CUST_1438,2026-07-18,120.98
CUST_1309,2026-07-21,113.59
CUST_1380,2026-05-23,112.44
CUST_1312,2026-05-09,138.6
CUST_1093,2026-05-14,40.66
CUST_1455,2026-08-01,122.61
CUST_1432,2026-05-17,84.37
CUST_1091,2026-05-08,36.07
CUST_1306,2026-07-23,144.45
CUST_1136,2026-05-27,118.39
CUST_1576,2026-08-01,112.66
CUST_1218,2026-05-29,43.29
CUST_1453,2026-03-27,33.46
CUST_1126,2026-06-05,72.15
CUST_1322,2026-04-22,55.61
CUST_1254,2026-06-10,103.25
CUST_1027,2026-04-01,114.38
CUST_1530,2026-06-02,48.23
CUST_1055,2026-04-24,151.7
CUST_1395,2026-07-25,87.44
CUST_1540,2026-03-12,14.49
CUST_1324,2026-07-23,184.1
CUST_1374,2026-06-11,46.17
CUST_1074,2026-07-31,29.96
CUST_1040,2026-02-16,60.29
CUST_1425,2026-06-27,74.44
CUST_1550,2026-05-31,59.2
CUST_1523,2026-02-18,65.14
CUST_1067,2026-07-08,78.97
CUST_1244,2026-07-29,33.38
CUST_1464,2026-06-01,27.41
CUST_1179,2026-07-24,125.59
CUST_1167,2026-06-18,67.56
CUST_1265,2026-07-21,39.82
CUST_1275,2026-05-08,38.5
CUST_1343,2026-04-17,58.54
CUST_1590,2026-05-29,86.95
CUST_1056,2026-06-17,97.66
CUST_1261,2026-04-27,209.2
CUST_1118,2026-07-16,88.77
CUST_1012,2026-07-14,83.55
CUST_1153,2026-07-20,155.34
CUST_1429,2026-07-16,55.66
CUST_1327,2026-07-12,31.9
CUST_1514,2026-05-21,26.9
CUST_1528,2025-11-15,82.64
CUST_1318,2026-07-07,95.46
CUST_1205,2026-07-10,148.29
CUST_1248,2026-06-22,101.81
CUST_1200,2026-05-08,94.43
CUST_1154,2026-08-01,75.42
CUST_1354,2026-05-28,66.14
CUST_1385,2026-04-01,130.57
CUST_1542,2025-11-09,76.67
CUST_1145,2026-05-13,34.53
CUST_1532,2026-06-28,136.4
CUST_1517,2026-07-23,97.81
CUST_1133,2026-07-15,57.21
CUST_1402,2026-05-15,132.8
CUST_1278,2026-07-15,36.59
CUST_1321,2026-06-29,92.8
CUST_1212,2026-06-23,82.41
CUST_1092,2026-07-21,120.4
CUST_1041,2026-07-17,126.4
CUST_1405,2026-06-16,118.4
CUST_1178,2026-07-30,74.71
CUST_1563,2026-07-14,82.23
CUST_1143,2026-07-24,28.8
CUST_1227,2026-07-23,164.17
CUST_1086,2026-06-06,56.95
CUST_1022,2025-07-16,49.4
CUST_1131,2026-07-26,176.11
CUST_1125,2026-07-30,82.09
CUST_1587,2026-06-26,129.83
CUST_1391,2026-05-19,46.17
CUST_1191,2026-07-12,80.09
CUST_1251,2026-05-26,87.34
CUST_1490,2026-07-28,59.48
CUST_1204,2026-05-27,153.01
CUST_1556,2026-04-21,69.07
CUST_1496,2026-07-05,97.46
CUST_1276,2026-07-20,64.19
CUST_1287,2026-07-29,142.26
CUST_1163,2026-07-26,114.06
CUST_1057,2026-04-30,260.21
CUST_1177,2026-07-20,101.95
CUST_1367,2026-02-23,20.63
CUST_1581,2026-06-09,97.05
CUST_1504,2026-06-12,46.53
CUST_1057,2026-07-15,52.04
CUST_1000,2026-07-06,105.78
CUST_1348,2026-05-11,235.57
CUST_1331,2026-07-29,42.78
CUST_1145,2026-04-27,175.67
CUST_1074,2026-07-02,35.85
CUST_1139,2025-12-02,131.97
CUST_1498,2026-05-25,46.36
CUST_1365,2026-07-16,101.34
CUST_1314,2026-05-07,61.25
CUST_1001,2026-01-20,21.86
CUST_1226,2026-05-27,36.34
CUST_1339,2026-05-05,54.41
CUST_1171,2026-05-28,116.84
CUST_1343,2026-06-24,57.72
CUST_1069,2026-07-04,149.19
CUST_1049,2026-07-01,132.03
CUST_1423,2026-06-18,71.49
CUST_1103,2026-04-09,149.82
CUST_1230,2026-07-21,31.14
CUST_1301,2026-07-31,57.23
CUST_1350,2026-07-20,71.09
CUST_1560,2026-01-29,124.75
CUST_1168,2026-06-02,78.54
CUST_1339,2026-07-18,48.41
CUST_1553,2026-07-12,59.69
CUST_1050,2026-06-30,94.92
CUST_1055,2026-07-03,77.68
CUST_1491,2026-07-18,19.85
CUST_1298,2025-11-29,83.8
CUST_1407,2026-06-21,111.03
CUST_1379,2026-03-14,70.34
CUST_1269,2026-06-25,57.5
CUST_1577,2026-07-28,137.69
CUST_1087,2026-05-22,157.4
CUST_1232,2026-06-10,172.61
CUST_1428,2025-12-25,120.63
CUST_1586,2026-03-16,84.17
CUST_1035,2026-06-17,215.02
CUST_1150,2026-07-24,139.21
CUST_1171,2025-12-12,77.13
CUST_1445,2026-07-18,102.39
CUST_1068,2026-07-27,95.97
CUST_1282,2026-06-15,123.76
CUST_1429,2026-07-25,43.05
CUST_1596,2026-05-01,268.38
CUST_1576,2026-04-25,148.73
CUST_1352,2026-03-18,57.59
CUST_1585,2026-06-01,23.25
CUST_1147,2026-05-31,119.21
CUST_1405,2026-03-11,65.71
CUST_1486,2026-02-18,161.34
CUST_1287,2026-04-03,182.5
CUST_1233,2026-07-23,76.28
CUST_1192,2026-06-25,85.31
CUST_1382,2026-04-12,89.71
CUST_1318,2026-05-13,74.58
CUST_1536,2026-03-17,20.85
CUST_1205,2026-04-06,55.81
CUST_1369,2026-05-14,58.78
CUST_1517,2026-06-30,54.89
CUST_1456,2026-07-20,190.46
CUST_1358,2026-07-05,179.86
CUST_1219,2026-03-28,112.13
CUST_1275,2026-05-25,89.42
CUST_1009,2026-06-21,40.6
CUST_1008,2026-07-16,104.73
CUST_1281,2026-06-27,71.21
CUST_1258,2026-07-16,62.17
CUST_1406,2026-06-05,11.81
CUST_1383,2026-06-09,102.17
CUST_1110,2026-06-20,66.29
CUST_1332,2026-03-26,57.23
CUST_1305,2026-07-19,90.01
CUST_1058,2026-04-17,155.03
CUST_1327,2026-05-19,129.0
CUST_1302,2026-07-13,76.51
CUST_1036,2026-06-06,67.13
CUST_1547,2026-05-27,84.1
CUST_1367,2026-06-16,175.09
CUST_1571,2026-07-20,35.29
CUST_1264,2026-05-10,96.4
CUST_1343,2026-05-24,52.47
CUST_1314,2026-06-27,100.76
CUST_1120,2026-06-21,187.7
CUST_1072,2026-06-21,48.99
CUST_1390,2026-06-13,75.81
CUST_1154,2026-07-23,49.72
CUST_1583,2026-03-09,32.43
