user_id,recency_days_since_trade,monthly_trades,total_trading_volume_eur,sparplan_active
CRYPTO_USR_10079,27,6,302.2,False
CRYPTO_USR_10080,55,8,3837.84,True
CRYPTO_USR_10081,37,3,726.74,False
CRYPTO_USR_10082,45,7,558.62,False
CRYPTO_USR_10083,3,0,3702.65,False
CRYPTO_USR_10084,7,5,655.41,False
CRYPTO_USR_10085,7,1,43.11,True
CRYPTO_USR_10086,11,8,589.12,False
CRYPTO_USR_10087,14,0,7148.21,False
CRYPTO_USR_10088,78,9,354.07,False
CRYPTO_USR_10089,8,8,206.53,False
CRYPTO_USR_10090,36,2,1289.26,False
CRYPTO_USR_10091,24,7,529.2,False
CRYPTO_USR_10092,0,6,2287.68,False
CRYPTO_USR_10093,31,2,815.23,True
CRYPTO_USR_10094,30,3,3391.16,False
CRYPTO_USR_10095,9,6,666.05,False
CRYPTO_USR_10096,14,3,981.89,False
CRYPTO_USR_10097,31,5,4195.87,False
CRYPTO_USR_10098,10,4,608.68,False
CRYPTO_USR_10099,24,4,1914.04,False
CRYPTO_USR_10100,16,4,4166.03,False
CRYPTO_USR_10101,5,6,159.49,False
CRYPTO_USR_10102,28,1,2503.54,False
CRYPTO_USR_10103,7,8,399.7,True
CRYPTO_USR_10104,7,0,136.11,False
CRYPTO_USR_10105,27,4,389.18,False
CRYPTO_USR_10106,19,4,10.01,False
CRYPTO_USR_10107,41,7,202.87,False
CRYPTO_USR_10108,5,7,92.74,True
CRYPTO_USR_10109,52,3,1097.38,False
CRYPTO_USR_10110,30,7,5393.74,False
CRYPTO_USR_10111,26,3,2286.68,False
CRYPTO_USR_10112,49,0,2450.22,False
CRYPTO_USR_10113,8,2,511.22,False
CRYPTO_USR_10114,40,0,577.85,True
CRYPTO_USR_10115,9,3,570.71,True
CRYPTO_USR_10116,21,5,2131.21,False
CRYPTO_USR_10117,1,5,942.43,False
CRYPTO_USR_10118,15,4,4233.92,False
CRYPTO_USR_10119,33,6,3497.47,False
CRYPTO_USR_10120,13,6,2520.53,False
CRYPTO_USR_10121,85,4,977.47,False
CRYPTO_USR_10122,22,2,445.9,False
CRYPTO_USR_10123,0,3,737.4,False
CRYPTO_USR_10124,14,5,245.77,False
CRYPTO_USR_10125,0,6,901.64,False
CRYPTO_USR_10126,0,3,1114.81,True
CRYPTO_USR_10127,13,3,428.09,True
CRYPTO_USR_10128,40,1,3210.01,True
CRYPTO_USR_10129,2,7,35.23,False
CRYPTO_USR_10130,260,2,2735.55,False
CRYPTO_USR_10131,39,7,5378.39,True
CRYPTO_USR_10132,0,4,1992.64,False
CRYPTO_USR_10133,6,5,2163.94,False
CRYPTO_USR_10134,5,0,218.95,False
CRYPTO_USR_10135,93,1,205.92,True
CRYPTO_USR_10136,10,1,909.48,False
CRYPTO_USR_10137,2,0,2111.7,False
CRYPTO_USR_10138,3,4,1651.18,True
CRYPTO_USR_10139,115,0,2747.12,True
CRYPTO_USR_10140,15,2,751.29,False
CRYPTO_USR_10141,48,6,200.76,False
CRYPTO_USR_10142,28,6,1029.23,False
CRYPTO_USR_10143,94,0,566.68,False
CRYPTO_USR_10144,21,1,2363.65,True
CRYPTO_USR_10145,53,4,3197.28,True
CRYPTO_USR_10146,59,4,1696.43,True
CRYPTO_USR_10147,0,6,3426.29,True
CRYPTO_USR_10148,6,4,3821.28,False
CRYPTO_USR_10149,9,2,18.37,False
CRYPTO_USR_10150,2,3,2555.1,False
CRYPTO_USR_10151,29,1,1214.92,False
CRYPTO_USR_10152,2,4,658.04,False
CRYPTO_USR_10153,17,7,1362.57,False
CRYPTO_USR_10154,38,2,568.74,True
CRYPTO_USR_10155,3,7,385.05,True
CRYPTO_USR_10156,21,4,438.91,False
CRYPTO_USR_10157,36,2,6759.57,False
CRYPTO_USR_10158,9,5,464.58,True
CRYPTO_USR_10159,0,5,1374.95,True
CRYPTO_USR_10160,102,0,242.99,False
CRYPTO_USR_10161,18,2,3710.45,False
CRYPTO_USR_10162,17,2,94.94,False
CRYPTO_USR_10163,18,4,3107.92,False
CRYPTO_USR_10164,2,3,290.84,False
CRYPTO_USR_10165,10,3,9184.4,True
CRYPTO_USR_10166,40,0,460.4,False
CRYPTO_USR_10167,16,1,1052.44,False
CRYPTO_USR_10168,129,3,1693.19,False
CRYPTO_USR_10169,82,7,419.27,True
CRYPTO_USR_10170,30,5,140.46,True
CRYPTO_USR_10171,16,5,1621.69,True
CRYPTO_USR_10172,7,3,1089.35,False
CRYPTO_USR_10173,72,0,2790.64,False
CRYPTO_USR_10174,30,6,1415.69,False
CRYPTO_USR_10175,66,3,3154.2,True
CRYPTO_USR_10176,5,2,1515.83,True
CRYPTO_USR_10177,3,8,2100.47,False
CRYPTO_USR_10178,80,1,150.95,True
CRYPTO_USR_10179,15,4,700.35,True
CRYPTO_USR_10180,2,8,1541.04,False
CRYPTO_USR_10181,217,3,2008.08,True
CRYPTO_USR_10182,1,4,1897.46,False
CRYPTO_USR_10183,5,1,1584.49,False
CRYPTO_USR_10184,18,6,729.77,False
CRYPTO_USR_10185,54,5,720.33,False
CRYPTO_USR_10186,9,8,1437.7,False
CRYPTO_USR_10187,10,2,702.88,False
CRYPTO_USR_10188,14,0,1929.51,False
CRYPTO_USR_10189,14,3,373.93,True
CRYPTO_USR_10190,39,1,409.68,False
CRYPTO_USR_10191,73,1,1037.63,False
CRYPTO_USR_10192,3,7,492.32,True
CRYPTO_USR_10193,22,3,1446.34,True
CRYPTO_USR_10194,136,6,224.92,False
CRYPTO_USR_10195,19,2,2269.63,False
CRYPTO_USR_10196,8,7,502.84,False
CRYPTO_USR_10197,13,0,4588.84,False
CRYPTO_USR_10198,59,5,2809.22,False
CRYPTO_USR_10199,76,2,1275.74,False
CRYPTO_USR_10200,9,3,12266.22,False
CRYPTO_USR_10201,4,7,1392.21,True
CRYPTO_USR_10202,22,1,698.9,True
CRYPTO_USR_10203,33,3,1526.69,True
CRYPTO_USR_10204,41,8,2198.79,False
CRYPTO_USR_10205,13,5,1961.49,False
CRYPTO_USR_10206,110,3,1255.93,False
CRYPTO_USR_10207,57,4,3731.37,False
CRYPTO_USR_10208,20,0,949.67,False
CRYPTO_USR_10209,4,5,1141.05,False
CRYPTO_USR_10210,11,2,3436.13,False
CRYPTO_USR_10211,54,0,860.49,True
CRYPTO_USR_10212,35,4,65.81,True
CRYPTO_USR_10213,27,0,4567.34,False
CRYPTO_USR_10214,38,3,1807.98,False
CRYPTO_USR_10215,16,4,2131.51,False
CRYPTO_USR_10216,1,4,845.55,True
CRYPTO_USR_10217,21,2,1502.18,False
CRYPTO_USR_10218,5,8,1740.28,True
CRYPTO_USR_10219,68,6,278.02,False
CRYPTO_USR_10220,8,4,2939.18,False
CRYPTO_USR_10221,31,4,309.5,False
CRYPTO_USR_10222,11,1,993.93,True
CRYPTO_USR_10223,52,2,399.9,False
CRYPTO_USR_10224,18,4,1539.4,False
CRYPTO_USR_10225,9,7,6865.55,False
CRYPTO_USR_10226,8,0,2457.35,True
CRYPTO_USR_10227,26,2,1235.92,False
CRYPTO_USR_10228,9,5,781.85,False
CRYPTO_USR_10229,27,0,2038.45,False
CRYPTO_USR_10230,30,6,4206.99,False
CRYPTO_USR_10231,10,1,1046.32,False
CRYPTO_USR_10232,36,5,2477.28,True
CRYPTO_USR_10233,3,5,1395.44,False
CRYPTO_USR_10234,21,8,534.63,False
CRYPTO_USR_10235,18,1,2956.35,False
CRYPTO_USR_10236,11,9,273.07,False
CRYPTO_USR_10237,55,8,2318.65,False
CRYPTO_USR_10238,95,5,2815.02,True
CRYPTO_USR_10239,21,1,1091.84,False
CRYPTO_USR_10240,31,0,5072.92,True
CRYPTO_USR_10241,7,1,45.62,False
CRYPTO_USR_10242,23,5,117.55,False
CRYPTO_USR_10243,67,3,647.66,False
CRYPTO_USR_10244,4,6,1221.31,True
CRYPTO_USR_10245,61,3,262.43,False
CRYPTO_USR_10246,31,3,977.8,False
CRYPTO_USR_10247,4,0,964.7,True
CRYPTO_USR_10248,18,0,59.87,True
CRYPTO_USR_10249,16,7,5412.42,False
CRYPTO_USR_10250,2,2,6857.25,True
CRYPTO_USR_10251,14,1,378.87,True
CRYPTO_USR_10252,52,0,1847.51,False
CRYPTO_USR_10253,0,5,2781.9,True
CRYPTO_USR_10254,3,3,2607.91,True
CRYPTO_USR_10255,6,3,3668.19,True
CRYPTO_USR_10256,4,4,3518.63,True
CRYPTO_USR_10257,3,4,519.4,True
CRYPTO_USR_10258,30,4,2809.03,True
CRYPTO_USR_10259,10,4,344.63,True
CRYPTO_USR_10260,37,0,1164.12,False
CRYPTO_USR_10261,20,3,207.85,False
CRYPTO_USR_10262,81,8,3631.07,False
CRYPTO_USR_10263,17,5,5984.94,True
CRYPTO_USR_10264,18,1,1212.97,False
CRYPTO_USR_10265,2,6,151.63,False
CRYPTO_USR_10266,1,3,1430.75,True
CRYPTO_USR_10267,146,7,1361.17,False
CRYPTO_USR_10268,26,7,3448.64,False
CRYPTO_USR_10269,41,6,2296.75,True
CRYPTO_USR_10270,16,4,1087.59,False
CRYPTO_USR_10271,2,6,1001.62,False
CRYPTO_USR_10272,13,7,125.09,False
CRYPTO_USR_10273,2,8,182.79,False
CRYPTO_USR_10274,46,1,1484.27,True
CRYPTO_USR_10275,3,3,785.4,False
CRYPTO_USR_10276,38,6,6218.2,False
CRYPTO_USR_10277,12,1,1552.6,True
CRYPTO_USR_10278,29,4,3360.14,True
CRYPTO_USR_10279,40,5,1536.39,False
CRYPTO_USR_10280,52,8,1711.46,False
CRYPTO_USR_10281,0,3,4763.27,False
CRYPTO_USR_10282,8,5,665.27,True
CRYPTO_USR_10283,0,7,3670.5,False
CRYPTO_USR_10284,14,6,56.05,False
CRYPTO_USR_10285,6,6,979.99,True
CRYPTO_USR_10286,12,3,1509.1,True
CRYPTO_USR_10287,1,0,308.29,False
CRYPTO_USR_10288,31,3,1196.77,False
CRYPTO_USR_10289,8,7,2531.28,True
CRYPTO_USR_10290,15,3,1200.17,False
CRYPTO_USR_10291,1,7,905.33,False
CRYPTO_USR_10292,0,3,265.7,True
CRYPTO_USR_10293,11,5,13.97,False
CRYPTO_USR_10294,5,1,1248.61,False
CRYPTO_USR_10295,45,6,134.65,False
CRYPTO_USR_10296,1,9,3566.34,False
CRYPTO_USR_10297,23,4,2225.07,False
CRYPTO_USR_10298,3,6,2908.93,False
CRYPTO_USR_10299,49,4,4541.14,True
CRYPTO_USR_10300,52,4,1336.07,False
CRYPTO_USR_10301,10,7,746.6,True
CRYPTO_USR_10302,5,2,1283.85,False
CRYPTO_USR_10303,12,4,2339.41,False
CRYPTO_USR_10304,47,4,395.53,False
CRYPTO_USR_10305,39,5,1918.24,True
CRYPTO_USR_10306,41,0,2567.89,False
CRYPTO_USR_10307,72,4,1496.23,False
CRYPTO_USR_10308,27,6,294.56,True
CRYPTO_USR_10309,16,1,649.28,True
CRYPTO_USR_10310,1,2,1082.38,True
CRYPTO_USR_10311,49,4,143.7,False
CRYPTO_USR_10312,54,1,1118.2,False
CRYPTO_USR_10313,43,2,4071.92,False
CRYPTO_USR_10314,46,2,1162.0,True
CRYPTO_USR_10315,1,2,196.67,False
CRYPTO_USR_10316,11,3,340.95,True
CRYPTO_USR_10317,16,1,1041.82,False
CRYPTO_USR_10318,4,2,945.99,True
CRYPTO_USR_10319,25,5,2802.55,False
CRYPTO_USR_10320,1,7,601.7,False
CRYPTO_USR_10321,29,6,4262.6,False
CRYPTO_USR_10322,11,3,774.91,False
CRYPTO_USR_10323,33,3,895.52,False
CRYPTO_USR_10324,77,3,2823.47,False
CRYPTO_USR_10325,31,6,3178.53,False
CRYPTO_USR_10326,32,0,991.11,True
CRYPTO_USR_10327,12,3,357.79,True
CRYPTO_USR_10328,82,2,266.39,True
CRYPTO_USR_10329,52,4,191.93,False
CRYPTO_USR_10330,50,4,739.12,False
CRYPTO_USR_10331,3,3,850.97,True
CRYPTO_USR_10332,49,4,325.75,False
CRYPTO_USR_10333,14,0,2030.64,True
CRYPTO_USR_10334,16,3,1072.6,False
CRYPTO_USR_10335,10,8,2976.33,False
CRYPTO_USR_10336,50,0,7493.47,False
CRYPTO_USR_10337,9,8,865.91,False
CRYPTO_USR_10338,94,6,268.13,True
CRYPTO_USR_10339,28,0,3730.32,False
CRYPTO_USR_10340,3,6,604.01,False
CRYPTO_USR_10341,8,0,4242.79,True
CRYPTO_USR_10342,16,5,1079.8,True
CRYPTO_USR_10343,0,3,98.51,False
CRYPTO_USR_10344,7,6,51.47,False
CRYPTO_USR_10345,51,4,1889.48,False
CRYPTO_USR_10346,4,3,2143.74,True
CRYPTO_USR_10347,34,8,1071.54,True
CRYPTO_USR_10348,2,4,1432.54,False
CRYPTO_USR_10349,21,8,212.16,True
CRYPTO_USR_10350,10,6,2842.9,False
CRYPTO_USR_10351,3,4,4239.77,False
CRYPTO_USR_10352,0,2,278.98,False
CRYPTO_USR_10353,26,4,495.32,False
CRYPTO_USR_10354,30,10,126.14,False
CRYPTO_USR_10355,19,7,8011.55,False
CRYPTO_USR_10356,13,0,7137.71,True
CRYPTO_USR_10357,0,4,2796.52,True
CRYPTO_USR_10358,36,1,2391.72,True
CRYPTO_USR_10359,1,1,1421.44,False
CRYPTO_USR_10360,5,4,2139.7,False
CRYPTO_USR_10361,46,1,117.32,False
CRYPTO_USR_10362,17,3,400.47,True
CRYPTO_USR_10363,75,4,1303.92,False
CRYPTO_USR_10364,21,4,381.75,True
CRYPTO_USR_10365,42,8,3615.14,True
CRYPTO_USR_10366,3,0,2447.78,False
CRYPTO_USR_10367,13,8,6550.35,False
CRYPTO_USR_10368,19,6,2907.35,False
CRYPTO_USR_10369,2,2,1660.4,False
CRYPTO_USR_10370,22,3,1946.73,True
CRYPTO_USR_10371,25,5,999.59,False
CRYPTO_USR_10372,12,9,782.51,False
CRYPTO_USR_10373,8,5,7044.1,False
CRYPTO_USR_10374,2,2,2906.88,False
CRYPTO_USR_10375,85,2,277.31,False
CRYPTO_USR_10376,42,5,2713.32,True
CRYPTO_USR_10377,13,4,1507.65,False
CRYPTO_USR_10378,31,6,2592.09,False
CRYPTO_USR_10379,21,3,913.6,False
CRYPTO_USR_10380,8,7,1244.23,False
CRYPTO_USR_10381,23,6,546.32,True
CRYPTO_USR_10382,16,6,4468.78,False
CRYPTO_USR_10383,3,4,3449.06,False
CRYPTO_USR_10384,64,3,2061.87,False
CRYPTO_USR_10385,10,4,768.29,True
CRYPTO_USR_10386,21,7,2239.44,False
CRYPTO_USR_10387,28,1,2841.13,False
CRYPTO_USR_10388,3,4,2812.37,True
CRYPTO_USR_10389,22,5,828.56,False
CRYPTO_USR_10390,22,3,666.07,False
CRYPTO_USR_10391,35,3,1342.63,False
CRYPTO_USR_10392,48,10,1850.7,False
CRYPTO_USR_10393,31,7,760.28,False
CRYPTO_USR_10394,42,3,6100.57,False
CRYPTO_USR_10395,67,2,102.61,True
CRYPTO_USR_10396,4,5,2224.03,True
CRYPTO_USR_10397,79,6,4055.56,False
CRYPTO_USR_10398,8,2,240.71,True
CRYPTO_USR_10399,21,1,1256.95,True
CRYPTO_USR_10400,79,6,2295.41,False
CRYPTO_USR_10401,51,7,1492.63,False
CRYPTO_USR_10402,0,7,1547.72,False
CRYPTO_USR_10403,40,5,969.95,False
CRYPTO_USR_10404,19,2,5649.21,False
CRYPTO_USR_10405,45,2,2079.28,True
CRYPTO_USR_10406,2,6,1191.84,True
CRYPTO_USR_10407,26,5,674.66,False
CRYPTO_USR_10408,37,8,252.26,True
CRYPTO_USR_10409,23,0,691.85,False
CRYPTO_USR_10410,8,4,617.02,False
CRYPTO_USR_10411,26,5,513.68,False
CRYPTO_USR_10412,4,2,675.01,False
CRYPTO_USR_10413,19,7,1301.47,False
CRYPTO_USR_10414,10,10,1267.37,False
CRYPTO_USR_10415,6,5,783.44,True
CRYPTO_USR_10416,19,6,1144.78,False
CRYPTO_USR_10417,52,1,1014.75,False
CRYPTO_USR_10418,36,4,921.23,False
CRYPTO_USR_10419,6,1,1450.25,True
CRYPTO_USR_10420,19,4,8132.65,False
CRYPTO_USR_10421,3,2,6645.96,False
CRYPTO_USR_10422,44,1,2531.44,True
CRYPTO_USR_10423,19,9,1247.95,True
CRYPTO_USR_10424,4,2,1099.12,False
CRYPTO_USR_10425,20,6,715.4,False
CRYPTO_USR_10426,4,8,640.05,True
CRYPTO_USR_10427,49,3,1368.02,False
CRYPTO_USR_10428,9,5,2016.48,False
CRYPTO_USR_10429,24,2,2868.02,False
CRYPTO_USR_10430,32,6,6144.11,False
CRYPTO_USR_10431,41,4,1551.39,False
CRYPTO_USR_10432,24,5,1740.4,False
CRYPTO_USR_10433,4,7,2055.08,True
CRYPTO_USR_10434,82,4,677.57,True
CRYPTO_USR_10435,32,4,950.89,False
CRYPTO_USR_10436,70,7,115.75,True
CRYPTO_USR_10437,6,1,707.61,False
CRYPTO_USR_10438,20,3,4377.29,True
CRYPTO_USR_10439,12,5,2661.06,False
CRYPTO_USR_10440,28,3,384.34,True
CRYPTO_USR_10441,22,0,458.5,False
CRYPTO_USR_10442,9,3,2197.33,True
CRYPTO_USR_10443,12,5,4884.43,False
CRYPTO_USR_10444,8,6,859.58,False
CRYPTO_USR_10445,47,6,5566.39,False
CRYPTO_USR_10446,9,3,765.37,False
CRYPTO_USR_10447,8,8,1173.88,True
CRYPTO_USR_10448,21,7,265.78,False
CRYPTO_USR_10449,24,2,499.82,False
CRYPTO_USR_10450,21,3,959.84,False
CRYPTO_USR_10451,2,3,2651.42,True
CRYPTO_USR_10452,22,6,4920.95,False
CRYPTO_USR_10453,18,3,400.43,False
CRYPTO_USR_10454,10,0,168.69,False
CRYPTO_USR_10455,21,0,2311.49,False
CRYPTO_USR_10456,68,6,347.99,False
CRYPTO_USR_10457,164,8,910.49,False
CRYPTO_USR_10458,77,9,3768.27,True
CRYPTO_USR_10459,23,2,204.31,False
CRYPTO_USR_10460,9,7,1225.88,False
CRYPTO_USR_10461,53,3,1136.07,True
CRYPTO_USR_10462,3,5,535.35,True
CRYPTO_USR_10463,37,6,2815.76,False
CRYPTO_USR_10464,39,6,4092.19,False
CRYPTO_USR_10465,20,8,163.32,False
CRYPTO_USR_10466,5,5,513.15,True
CRYPTO_USR_10467,7,5,2522.58,False
CRYPTO_USR_10468,10,4,1908.72,False
CRYPTO_USR_10469,1,3,226.47,True
CRYPTO_USR_10470,14,0,2188.62,True
CRYPTO_USR_10471,3,4,4461.29,True
CRYPTO_USR_10472,26,4,299.29,False
CRYPTO_USR_10473,26,5,967.66,False
CRYPTO_USR_10474,17,0,443.57,True
CRYPTO_USR_10475,39,3,3716.34,True
CRYPTO_USR_10476,16,3,1494.9,True
CRYPTO_USR_10477,22,3,1267.53,False
CRYPTO_USR_10478,4,2,222.43,True
CRYPTO_USR_10479,24,6,171.62,False
CRYPTO_USR_10480,46,1,1098.49,True
CRYPTO_USR_10481,17,5,2960.33,False
CRYPTO_USR_10482,14,5,1554.28,True
CRYPTO_USR_10483,11,0,118.59,False
CRYPTO_USR_10484,76,9,58.05,False
CRYPTO_USR_10485,41,6,2613.06,False
CRYPTO_USR_10486,29,0,867.68,False
CRYPTO_USR_10487,66,7,847.87,False
CRYPTO_USR_10488,30,0,769.24,True
CRYPTO_USR_10489,21,3,1354.61,False
CRYPTO_USR_10490,7,4,637.81,False
CRYPTO_USR_10491,22,4,1366.46,False
CRYPTO_USR_10492,7,3,4988.08,False
CRYPTO_USR_10493,3,5,2984.38,False
CRYPTO_USR_10494,40,4,415.39,True
CRYPTO_USR_10495,0,3,1639.38,False
CRYPTO_USR_10496,1,4,480.63,True
CRYPTO_USR_10497,55,1,104.58,False
CRYPTO_USR_10498,9,5,691.29,False
CRYPTO_USR_10499,31,0,695.95,True
CRYPTO_USR_10500,4,3,643.3,True
CRYPTO_USR_10501,83,2,3812.19,False
CRYPTO_USR_10502,27,1,6454.75,False
CRYPTO_USR_10503,31,5,2773.56,True
CRYPTO_USR_10504,15,5,2527.41,False
CRYPTO_USR_10505,52,6,643.91,False
CRYPTO_USR_10506,45,6,6183.65,False
CRYPTO_USR_10507,4,2,500.77,True
CRYPTO_USR_10508,29,8,174.64,False
CRYPTO_USR_10509,5,1,562.69,False
CRYPTO_USR_10510,25,5,2581.58,False
CRYPTO_USR_10511,22,3,1174.97,False
CRYPTO_USR_10512,11,4,4980.89,False
CRYPTO_USR_10513,3,4,13961.53,False
CRYPTO_USR_10514,7,2,4439.87,False
CRYPTO_USR_10515,41,3,862.39,False
CRYPTO_USR_10516,12,3,1237.89,True
CRYPTO_USR_10517,111,7,1141.05,False
CRYPTO_USR_10518,68,2,1488.12,True
CRYPTO_USR_10519,4,6,543.87,False
CRYPTO_USR_10520,24,2,720.5,True
CRYPTO_USR_10521,50,4,1245.15,False
CRYPTO_USR_10522,32,3,6113.62,False
CRYPTO_USR_10523,18,8,331.57,False
CRYPTO_USR_10524,5,3,4477.87,False
CRYPTO_USR_10525,28,1,108.95,True
CRYPTO_USR_10526,52,7,2601.65,False
CRYPTO_USR_10527,51,2,473.81,False
CRYPTO_USR_10528,0,1,1731.43,False
CRYPTO_USR_10529,26,4,1188.19,False
CRYPTO_USR_10530,0,3,1356.81,True
CRYPTO_USR_10531,106,4,31.12,False
CRYPTO_USR_10532,31,6,203.74,True
CRYPTO_USR_10533,4,0,383.6,False
CRYPTO_USR_10534,47,3,840.4,False
CRYPTO_USR_10535,23,6,8331.75,True
CRYPTO_USR_10536,32,6,3516.25,False
CRYPTO_USR_10537,2,1,858.33,False
CRYPTO_USR_10538,1,5,1247.16,False
CRYPTO_USR_10539,42,4,1501.88,False
CRYPTO_USR_10540,2,3,427.53,False
CRYPTO_USR_10541,61,4,1161.56,True
CRYPTO_USR_10542,2,8,1492.18,True
CRYPTO_USR_10543,73,1,679.65,False
CRYPTO_USR_10544,24,4,914.38,True
CRYPTO_USR_10545,4,0,495.11,False
CRYPTO_USR_10546,13,5,2536.18,True
CRYPTO_USR_10547,124,2,2318.31,False
CRYPTO_USR_10548,102,6,3283.8,True
CRYPTO_USR_10549,41,5,5576.31,False
CRYPTO_USR_10550,41,6,8827.86,False
CRYPTO_USR_10551,12,4,5098.76,False
CRYPTO_USR_10552,31,3,1735.11,False
CRYPTO_USR_10553,34,3,154.08,True
CRYPTO_USR_10554,34,1,685.42,True
CRYPTO_USR_10555,0,1,663.4,True
CRYPTO_USR_10556,8,5,1072.33,False
CRYPTO_USR_10557,14,5,47.9,True
CRYPTO_USR_10558,2,2,875.74,True
CRYPTO_USR_10559,13,2,159.31,False
CRYPTO_USR_10560,65,7,334.49,False
CRYPTO_USR_10561,4,3,644.93,False
CRYPTO_USR_10562,1,1,1191.77,True
CRYPTO_USR_10563,8,5,509.66,False
CRYPTO_USR_10564,25,4,654.03,False
CRYPTO_USR_10565,11,5,1742.56,False
CRYPTO_USR_10566,11,1,3532.69,False
CRYPTO_USR_10567,4,8,695.95,False
CRYPTO_USR_10568,6,1,6236.9,True
CRYPTO_USR_10569,33,10,1215.58,False
CRYPTO_USR_10570,7,0,898.42,True
CRYPTO_USR_10571,23,7,1614.68,False
CRYPTO_USR_10572,32,0,1114.55,False
CRYPTO_USR_10573,16,2,619.86,False
CRYPTO_USR_10574,47,4,1245.16,False
CRYPTO_USR_10575,7,1,1934.79,False
CRYPTO_USR_10576,43,11,1174.42,False
CRYPTO_USR_10577,19,7,4555.16,False
CRYPTO_USR_10578,21,4,4065.45,False
CRYPTO_USR_10579,28,1,159.86,False
CRYPTO_USR_10580,30,1,81.55,False
CRYPTO_USR_10581,31,7,918.34,False
CRYPTO_USR_10582,94,3,538.92,False
CRYPTO_USR_10583,20,4,1563.72,False
CRYPTO_USR_10584,16,0,1598.7,False
CRYPTO_USR_10585,11,6,44.76,True
CRYPTO_USR_10586,15,5,5084.54,True
CRYPTO_USR_10587,10,3,1093.64,True
CRYPTO_USR_10588,18,1,2147.83,True
CRYPTO_USR_10589,9,4,2991.08,True
